id,symbol,timestamp,unixtime,field,price,size,canautoexecute
151565990,HUYA,2018-08-15 10:03:04-04,1534341784,5,,1,
151565991,HUYA,2018-08-15 10:03:04-04,1534341784,8,,32622,
151565994,HUYA,2018-08-15 10:03:04-04,1534341784,2,24.69,,t
151565995,HUYA,2018-08-15 10:03:04-04,1534341784,3,,4,
151566007,HUYA,2018-08-15 10:03:04-04,1534341784,1,24.65,,t
151566008,HUYA,2018-08-15 10:03:04-04,1534341784,0,,5,
151566009,HUYA,2018-08-15 10:03:04-04,1534341784,0,,5,
151566028,HUYA,2018-08-15 10:03:04-04,1534341784,4,24.67,,f
151566029,HUYA,2018-08-15 10:03:04-04,1534341784,5,,1,
151566030,HUYA,2018-08-15 10:03:04-04,1534341784,8,,32623,
151566047,HUYA,2018-08-15 10:03:05-04,1534341785,0,,6,
151566048,HUYA,2018-08-15 10:03:05-04,1534341785,3,,7,
151566052,HUYA,2018-08-15 10:03:05-04,1534341785,5,,3,
151566053,HUYA,2018-08-15 10:03:05-04,1534341785,8,,32626,
151566123,HUYA,2018-08-15 10:03:06-04,1534341786,0,,7,
151566173,HUYA,2018-08-15 10:03:07-04,1534341787,4,24.66,,f
151566174,HUYA,2018-08-15 10:03:07-04,1534341787,5,,1,
151566175,HUYA,2018-08-15 10:03:07-04,1534341787,5,,1,
151566176,HUYA,2018-08-15 10:03:07-04,1534341787,8,,32627,
151566215,HUYA,2018-08-15 10:03:08-04,1534341788,4,24.65,,f
151566216,HUYA,2018-08-15 10:03:08-04,1534341788,5,,1,
151566217,HUYA,2018-08-15 10:03:08-04,1534341788,8,,32628,
151566218,HUYA,2018-08-15 10:03:08-04,1534341788,3,,10,
151566285,HUYA,2018-08-15 10:03:10-04,1534341790,4,24.67,,f
151566286,HUYA,2018-08-15 10:03:10-04,1534341790,5,,6,
151566287,HUYA,2018-08-15 10:03:10-04,1534341790,5,,6,
151566288,HUYA,2018-08-15 10:03:10-04,1534341790,8,,32634,
151566334,HUYA,2018-08-15 10:03:11-04,1534341791,4,24.65,,f
151566335,HUYA,2018-08-15 10:03:11-04,1534341791,5,,1,
151566336,HUYA,2018-08-15 10:03:11-04,1534341791,5,,1,
151566337,HUYA,2018-08-15 10:03:11-04,1534341791,8,,32635,
151566362,HUYA,2018-08-15 10:03:12-04,1534341792,4,24.67,,f
151566363,HUYA,2018-08-15 10:03:12-04,1534341792,5,,6,
151566364,HUYA,2018-08-15 10:03:12-04,1534341792,5,,6,
151566365,HUYA,2018-08-15 10:03:12-04,1534341792,8,,32641,
151566366,HUYA,2018-08-15 10:03:12-04,1534341792,3,,11,
151566400,HUYA,2018-08-15 10:03:13-04,1534341793,5,,2,
151566401,HUYA,2018-08-15 10:03:13-04,1534341793,8,,32643,
151566456,HUYA,2018-08-15 10:03:13-04,1534341793,1,24.66,,t
151566457,HUYA,2018-08-15 10:03:13-04,1534341793,0,,10,
151566458,HUYA,2018-08-15 10:03:13-04,1534341793,0,,10,
151566486,HUYA,2018-08-15 10:03:14-04,1534341794,0,,11,
151566504,HUYA,2018-08-15 10:03:15-04,1534341795,5,,1,
151566505,HUYA,2018-08-15 10:03:15-04,1534341795,8,,32644,
151566536,HUYA,2018-08-15 10:03:15-04,1534341795,4,24.69,,f
151566537,HUYA,2018-08-15 10:03:15-04,1534341795,5,,1,
151566538,HUYA,2018-08-15 10:03:15-04,1534341795,8,,32645,
151566556,HUYA,2018-08-15 10:03:16-04,1534341796,1,24.67,,t
151566557,HUYA,2018-08-15 10:03:16-04,1534341796,0,,4,
151566558,HUYA,2018-08-15 10:03:16-04,1534341796,2,24.73,,t
151566559,HUYA,2018-08-15 10:03:16-04,1534341796,3,,6,
151566560,HUYA,2018-08-15 10:03:16-04,1534341796,0,,4,
151566561,HUYA,2018-08-15 10:03:16-04,1534341796,3,,6,
151566573,HUYA,2018-08-15 10:03:16-04,1534341796,8,,32646,
151566597,HUYA,2018-08-15 10:03:17-04,1534341797,3,,8,
151566627,HUYA,2018-08-15 10:03:17-04,1534341797,3,,9,
151566628,HUYA,2018-08-15 10:03:18-04,1534341798,4,24.67,,f
151566629,HUYA,2018-08-15 10:03:18-04,1534341798,5,,1,
151566630,HUYA,2018-08-15 10:03:18-04,1534341798,8,,32647,
151566667,HUYA,2018-08-15 10:03:19-04,1534341799,1,24.69,,t
151566668,HUYA,2018-08-15 10:03:19-04,1534341799,0,,2,
151566669,HUYA,2018-08-15 10:03:19-04,1534341799,0,,2,
151566676,HUYA,2018-08-15 10:03:19-04,1534341799,4,24.71,,f
151566677,HUYA,2018-08-15 10:03:19-04,1534341799,5,,10,
151566678,HUYA,2018-08-15 10:03:19-04,1534341799,5,,10,
151566679,HUYA,2018-08-15 10:03:19-04,1534341799,8,,32657,
151566691,HUYA,2018-08-15 10:03:20-04,1534341800,0,,3,
151566692,HUYA,2018-08-15 10:03:20-04,1534341800,3,,8,
151566695,HUYA,2018-08-15 10:03:20-04,1534341800,4,24.7,,f
151566696,HUYA,2018-08-15 10:03:20-04,1534341800,5,,1,
151566697,HUYA,2018-08-15 10:03:20-04,1534341800,5,,1,
151566698,HUYA,2018-08-15 10:03:20-04,1534341800,8,,32658,
151566794,HUYA,2018-08-15 10:03:23-04,1534341803,3,,9,
151566931,HUYA,2018-08-15 10:03:26-04,1534341806,0,,13,
151566974,HUYA,2018-08-15 10:03:26-04,1534341806,3,,12,
151567019,HUYA,2018-08-15 10:03:27-04,1534341807,4,24.71,,f
151567020,HUYA,2018-08-15 10:03:27-04,1534341807,5,,1,
151567021,HUYA,2018-08-15 10:03:27-04,1534341807,8,,32659,
151567036,HUYA,2018-08-15 10:03:28-04,1534341808,8,,32660,
151567077,HUYA,2018-08-15 10:03:29-04,1534341809,8,,32697,
151567122,HUYA,2018-08-15 10:03:29-04,1534341809,3,,13,
151567139,HUYA,2018-08-15 10:03:30-04,1534341810,4,24.69,,f
151567140,HUYA,2018-08-15 10:03:30-04,1534341810,5,,1,
151567141,HUYA,2018-08-15 10:03:30-04,1534341810,8,,32698,
151567144,HUYA,2018-08-15 10:03:30-04,1534341810,2,24.72,,t
151567145,HUYA,2018-08-15 10:03:30-04,1534341810,3,,4,
151567146,HUYA,2018-08-15 10:03:30-04,1534341810,0,,10,
151567147,HUYA,2018-08-15 10:03:30-04,1534341810,3,,4,
151567181,HUYA,2018-08-15 10:03:31-04,1534341811,8,,32699,
151567189,HUYA,2018-08-15 10:03:31-04,1534341811,0,,11,
151567190,HUYA,2018-08-15 10:03:31-04,1534341811,3,,7,
151567205,HUYA,2018-08-15 10:03:31-04,1534341811,2,24.7,,t
151567206,HUYA,2018-08-15 10:03:31-04,1534341811,3,,2,
151567207,HUYA,2018-08-15 10:03:31-04,1534341811,3,,2,
151567208,HUYA,2018-08-15 10:03:32-04,1534341812,4,24.7,,f
151567209,HUYA,2018-08-15 10:03:32-04,1534341812,5,,1,
151567210,HUYA,2018-08-15 10:03:32-04,1534341812,8,,32700,
151567240,HUYA,2018-08-15 10:03:32-04,1534341812,3,,5,
151567260,HUYA,2018-08-15 10:03:33-04,1534341813,4,24.69,,f
151567261,HUYA,2018-08-15 10:03:33-04,1534341813,5,,1,
151567262,HUYA,2018-08-15 10:03:33-04,1534341813,8,,32701,
151567285,HUYA,2018-08-15 10:03:34-04,1534341814,5,,4,
151567286,HUYA,2018-08-15 10:03:34-04,1534341814,8,,32705,
151567299,HUYA,2018-08-15 10:03:34-04,1534341814,0,,10,
151567306,HUYA,2018-08-15 10:03:34-04,1534341814,5,,1,
151567307,HUYA,2018-08-15 10:03:34-04,1534341814,8,,32706,
151567394,HUYA,2018-08-15 10:03:38-04,1534341818,8,,32707,
151567399,HUYA,2018-08-15 10:03:38-04,1534341818,0,,9,
151567409,HUYA,2018-08-15 10:03:38-04,1534341818,8,,32708,
151567413,HUYA,2018-08-15 10:03:38-04,1534341818,1,24.66,,t
151567414,HUYA,2018-08-15 10:03:38-04,1534341818,0,,11,
151567415,HUYA,2018-08-15 10:03:38-04,1534341818,2,24.67,,t
151567416,HUYA,2018-08-15 10:03:38-04,1534341818,3,,2,
151567417,HUYA,2018-08-15 10:03:38-04,1534341818,0,,11,
151567418,HUYA,2018-08-15 10:03:38-04,1534341818,3,,2,
151567429,HUYA,2018-08-15 10:03:39-04,1534341819,4,24.66,,f
151567430,HUYA,2018-08-15 10:03:39-04,1534341819,5,,2,
151567431,HUYA,2018-08-15 10:03:39-04,1534341819,5,,2,
151567432,HUYA,2018-08-15 10:03:39-04,1534341819,8,,32710,
151567460,HUYA,2018-08-15 10:03:39-04,1534341819,0,,5,
151567461,HUYA,2018-08-15 10:03:39-04,1534341819,3,,8,
151567463,HUYA,2018-08-15 10:03:40-04,1534341820,1,24.6,,t
151567464,HUYA,2018-08-15 10:03:40-04,1534341820,0,,8,
151567465,HUYA,2018-08-15 10:03:40-04,1534341820,2,24.63,,t
151567466,HUYA,2018-08-15 10:03:40-04,1534341820,3,,4,
151567467,HUYA,2018-08-15 10:03:40-04,1534341820,0,,8,
151567468,HUYA,2018-08-15 10:03:40-04,1534341820,3,,4,
151567470,HUYA,2018-08-15 10:03:40-04,1534341820,4,24.6,,f
151567471,HUYA,2018-08-15 10:03:40-04,1534341820,5,,1,
151567472,HUYA,2018-08-15 10:03:40-04,1534341820,5,,1,
151567473,HUYA,2018-08-15 10:03:40-04,1534341820,8,,32711,
151567505,HUYA,2018-08-15 10:03:41-04,1534341821,4,24.63,,f
151567506,HUYA,2018-08-15 10:03:41-04,1534341821,5,,1,
151567507,HUYA,2018-08-15 10:03:41-04,1534341821,8,,32712,
151567514,HUYA,2018-08-15 10:03:41-04,1534341821,1,24.63,,t
151567515,HUYA,2018-08-15 10:03:41-04,1534341821,0,,3,
151567516,HUYA,2018-08-15 10:03:41-04,1534341821,2,24.64,,t
151567517,HUYA,2018-08-15 10:03:41-04,1534341821,3,,9,
151567518,HUYA,2018-08-15 10:03:41-04,1534341821,0,,3,
151567519,HUYA,2018-08-15 10:03:41-04,1534341821,3,,9,
151567524,HUYA,2018-08-15 10:03:41-04,1534341821,1,24.6,,t
151567525,HUYA,2018-08-15 10:03:41-04,1534341821,0,,9,
151567526,HUYA,2018-08-15 10:03:41-04,1534341821,0,,9,
151567527,HUYA,2018-08-15 10:03:41-04,1534341821,3,,8,
151567538,HUYA,2018-08-15 10:03:42-04,1534341822,4,24.6,,f
151567539,HUYA,2018-08-15 10:03:42-04,1534341822,5,,37,
151567540,HUYA,2018-08-15 10:03:42-04,1534341822,5,,37,
151567541,HUYA,2018-08-15 10:03:42-04,1534341822,8,,32749,
151567563,HUYA,2018-08-15 10:03:43-04,1534341823,0,,11,
151567601,HUYA,2018-08-15 10:03:44-04,1534341824,4,24.62,,f
151567602,HUYA,2018-08-15 10:03:44-04,1534341824,5,,5,
151567603,HUYA,2018-08-15 10:03:44-04,1534341824,5,,5,
151567604,HUYA,2018-08-15 10:03:44-04,1534341824,8,,32754,
151567682,HUYA,2018-08-15 10:03:46-04,1534341826,0,,12,
151567810,HUYA,2018-08-15 10:03:49-04,1534341829,3,,9,
151567835,HUYA,2018-08-15 10:03:49-04,1534341829,0,,32,
151567842,HUYA,2018-08-15 10:03:50-04,1534341830,4,24.6,,f
151567843,HUYA,2018-08-15 10:03:50-04,1534341830,5,,2,
151567844,HUYA,2018-08-15 10:03:50-04,1534341830,5,,2,
151567845,HUYA,2018-08-15 10:03:50-04,1534341830,8,,32756,
151567846,HUYA,2018-08-15 10:03:50-04,1534341830,1,24.58,,t
151567847,HUYA,2018-08-15 10:03:50-04,1534341830,0,,1,
151567848,HUYA,2018-08-15 10:03:50-04,1534341830,2,24.6,,t
151567849,HUYA,2018-08-15 10:03:50-04,1534341830,3,,7,
151567850,HUYA,2018-08-15 10:03:50-04,1534341830,0,,1,
151567851,HUYA,2018-08-15 10:03:50-04,1534341830,3,,7,
151567860,HUYA,2018-08-15 10:03:50-04,1534341830,5,,1,
151567861,HUYA,2018-08-15 10:03:50-04,1534341830,8,,32757,
151567866,HUYA,2018-08-15 10:03:50-04,1534341830,0,,4,
151567867,HUYA,2018-08-15 10:03:50-04,1534341830,3,,5,
151567875,HUYA,2018-08-15 10:03:51-04,1534341831,4,24.59,,f
151567876,HUYA,2018-08-15 10:03:51-04,1534341831,5,,10,
151567877,HUYA,2018-08-15 10:03:51-04,1534341831,5,,10,
151567878,HUYA,2018-08-15 10:03:51-04,1534341831,8,,32767,
151567879,HUYA,2018-08-15 10:03:51-04,1534341831,3,,6,
151567916,HUYA,2018-08-15 10:03:52-04,1534341832,4,24.58,,f
151567917,HUYA,2018-08-15 10:03:52-04,1534341832,5,,1,
151567918,HUYA,2018-08-15 10:03:52-04,1534341832,5,,1,
151567919,HUYA,2018-08-15 10:03:52-04,1534341832,8,,32768,
151567938,HUYA,2018-08-15 10:03:52-04,1534341832,1,24.55,,t
151567939,HUYA,2018-08-15 10:03:52-04,1534341832,0,,25,
151567940,HUYA,2018-08-15 10:03:52-04,1534341832,2,24.59,,t
151567941,HUYA,2018-08-15 10:03:52-04,1534341832,3,,4,
151567942,HUYA,2018-08-15 10:03:52-04,1534341832,0,,25,
151567943,HUYA,2018-08-15 10:03:52-04,1534341832,3,,4,
151567959,HUYA,2018-08-15 10:03:53-04,1534341833,4,24.57,,f
151567960,HUYA,2018-08-15 10:03:53-04,1534341833,5,,7,
151567961,HUYA,2018-08-15 10:03:53-04,1534341833,5,,7,
151567962,HUYA,2018-08-15 10:03:53-04,1534341833,8,,32775,
151567973,HUYA,2018-08-15 10:03:53-04,1534341833,3,,7,
151568113,HUYA,2018-08-15 10:03:56-04,1534341836,4,24.58,,f
151568114,HUYA,2018-08-15 10:03:56-04,1534341836,5,,1,
151568115,HUYA,2018-08-15 10:03:56-04,1534341836,5,,1,
151568116,HUYA,2018-08-15 10:03:56-04,1534341836,8,,32776,
151568125,HUYA,2018-08-15 10:03:56-04,1534341836,3,,6,
151568136,HUYA,2018-08-15 10:03:56-04,1534341836,1,24.57,,t
151568137,HUYA,2018-08-15 10:03:56-04,1534341836,0,,2,
151568138,HUYA,2018-08-15 10:03:56-04,1534341836,2,24.64,,t
151568139,HUYA,2018-08-15 10:03:56-04,1534341836,3,,2,
151568140,HUYA,2018-08-15 10:03:56-04,1534341836,0,,2,
151568141,HUYA,2018-08-15 10:03:56-04,1534341836,3,,2,
151568152,HUYA,2018-08-15 10:03:57-04,1534341837,4,24.6,,f
151568153,HUYA,2018-08-15 10:03:57-04,1534341837,5,,9,
151568154,HUYA,2018-08-15 10:03:57-04,1534341837,5,,9,
151568155,HUYA,2018-08-15 10:03:57-04,1534341837,8,,32785,
151568174,HUYA,2018-08-15 10:03:57-04,1534341837,0,,4,
151568175,HUYA,2018-08-15 10:03:57-04,1534341837,3,,4,
151568182,HUYA,2018-08-15 10:03:58-04,1534341838,4,24.57,,f
151568183,HUYA,2018-08-15 10:03:58-04,1534341838,5,,1,
151568184,HUYA,2018-08-15 10:03:58-04,1534341838,5,,1,
151568185,HUYA,2018-08-15 10:03:58-04,1534341838,8,,32786,
151568199,HUYA,2018-08-15 10:03:58-04,1534341838,3,,7,
151568232,HUYA,2018-08-15 10:03:59-04,1534341839,0,,5,
151568233,HUYA,2018-08-15 10:03:59-04,1534341839,8,,32967,
151568360,HUYA,2018-08-15 10:04:02-04,1534341842,4,24.59,,f
151568361,HUYA,2018-08-15 10:04:02-04,1534341842,5,,5,
151568362,HUYA,2018-08-15 10:04:02-04,1534341842,5,,5,
151568363,HUYA,2018-08-15 10:04:02-04,1534341842,8,,32972,
151568369,HUYA,2018-08-15 10:04:02-04,1534341842,1,24.56,,t
151568370,HUYA,2018-08-15 10:04:02-04,1534341842,0,,3,
151568371,HUYA,2018-08-15 10:04:02-04,1534341842,2,24.57,,t
151568372,HUYA,2018-08-15 10:04:02-04,1534341842,3,,2,
151568373,HUYA,2018-08-15 10:04:02-04,1534341842,0,,3,
151568374,HUYA,2018-08-15 10:04:02-04,1534341842,3,,2,
151568396,HUYA,2018-08-15 10:04:03-04,1534341843,4,24.56,,f
151568397,HUYA,2018-08-15 10:04:03-04,1534341843,5,,1,
151568398,HUYA,2018-08-15 10:04:03-04,1534341843,5,,1,
151568399,HUYA,2018-08-15 10:04:03-04,1534341843,8,,32973,
151568405,HUYA,2018-08-15 10:04:03-04,1534341843,0,,1,
151568406,HUYA,2018-08-15 10:04:03-04,1534341843,3,,3,
151568444,HUYA,2018-08-15 10:04:03-04,1534341843,2,24.6,,t
151568445,HUYA,2018-08-15 10:04:03-04,1534341843,3,,7,
151568446,HUYA,2018-08-15 10:04:03-04,1534341843,0,,3,
151568447,HUYA,2018-08-15 10:04:03-04,1534341843,3,,7,
151568455,HUYA,2018-08-15 10:04:03-04,1534341843,4,24.58,,f
151568456,HUYA,2018-08-15 10:04:03-04,1534341843,5,,6,
151568457,HUYA,2018-08-15 10:04:03-04,1534341843,5,,6,
151568458,HUYA,2018-08-15 10:04:03-04,1534341843,8,,32979,
151568511,HUYA,2018-08-15 10:04:04-04,1534341844,3,,6,
151568525,HUYA,2018-08-15 10:04:04-04,1534341844,5,,3,
151568526,HUYA,2018-08-15 10:04:04-04,1534341844,8,,32982,
151568560,HUYA,2018-08-15 10:04:05-04,1534341845,0,,5,
151568561,HUYA,2018-08-15 10:04:05-04,1534341845,3,,9,
151568568,HUYA,2018-08-15 10:04:05-04,1534341845,4,24.57,,f
151568569,HUYA,2018-08-15 10:04:05-04,1534341845,5,,3,
151568570,HUYA,2018-08-15 10:04:05-04,1534341845,8,,32985,
151568616,HUYA,2018-08-15 10:04:06-04,1534341846,5,,1,
151568617,HUYA,2018-08-15 10:04:06-04,1534341846,8,,32986,
151568671,HUYA,2018-08-15 10:04:06-04,1534341846,0,,6,
151568711,HUYA,2018-08-15 10:04:07-04,1534341847,4,24.6,,f
151568712,HUYA,2018-08-15 10:04:07-04,1534341847,5,,1,
151568713,HUYA,2018-08-15 10:04:07-04,1534341847,8,,32987,
151568726,HUYA,2018-08-15 10:04:07-04,1534341847,3,,8,
151568757,HUYA,2018-08-15 10:04:08-04,1534341848,8,,32988,
151568784,HUYA,2018-08-15 10:04:09-04,1534341849,4,24.58,,f
151568785,HUYA,2018-08-15 10:04:09-04,1534341849,5,,3,
151568786,HUYA,2018-08-15 10:04:09-04,1534341849,5,,3,
151568787,HUYA,2018-08-15 10:04:09-04,1534341849,8,,32991,
151568793,HUYA,2018-08-15 10:04:10-04,1534341850,0,,8,
151568820,HUYA,2018-08-15 10:04:10-04,1534341850,5,,9,
151568821,HUYA,2018-08-15 10:04:10-04,1534341850,8,,33000,
151568830,HUYA,2018-08-15 10:04:10-04,1534341850,3,,11,
151568851,HUYA,2018-08-15 10:04:10-04,1534341850,1,24.55,,t
151568852,HUYA,2018-08-15 10:04:10-04,1534341850,0,,10,
151568853,HUYA,2018-08-15 10:04:10-04,1534341850,2,24.59,,t
151568854,HUYA,2018-08-15 10:04:10-04,1534341850,3,,5,
151568855,HUYA,2018-08-15 10:04:10-04,1534341850,0,,10,
151568856,HUYA,2018-08-15 10:04:10-04,1534341850,3,,5,
151568863,HUYA,2018-08-15 10:04:10-04,1534341850,4,24.56,,f
151568864,HUYA,2018-08-15 10:04:10-04,1534341850,5,,1,
151568865,HUYA,2018-08-15 10:04:10-04,1534341850,5,,1,
151568866,HUYA,2018-08-15 10:04:10-04,1534341850,8,,33001,
151568898,HUYA,2018-08-15 10:04:11-04,1534341851,2,24.6,,t
151568899,HUYA,2018-08-15 10:04:11-04,1534341851,3,,17,
151568900,HUYA,2018-08-15 10:04:11-04,1534341851,0,,13,
151568901,HUYA,2018-08-15 10:04:11-04,1534341851,3,,17,
151568914,HUYA,2018-08-15 10:04:11-04,1534341851,8,,33002,
151568919,HUYA,2018-08-15 10:04:11-04,1534341851,2,24.56,,t
151568920,HUYA,2018-08-15 10:04:11-04,1534341851,3,,5,
151568921,HUYA,2018-08-15 10:04:11-04,1534341851,3,,5,
151568956,HUYA,2018-08-15 10:04:12-04,1534341852,3,,2,
151569003,HUYA,2018-08-15 10:04:13-04,1534341853,5,,2,
151569004,HUYA,2018-08-15 10:04:13-04,1534341853,8,,33004,
151569014,HUYA,2018-08-15 10:04:13-04,1534341853,2,24.6,,t
151569015,HUYA,2018-08-15 10:04:13-04,1534341853,3,,16,
151569016,HUYA,2018-08-15 10:04:13-04,1534341853,0,,14,
151569017,HUYA,2018-08-15 10:04:13-04,1534341853,3,,16,
151569048,HUYA,2018-08-15 10:04:14-04,1534341854,4,24.55,,f
151569049,HUYA,2018-08-15 10:04:14-04,1534341854,5,,1,
151569050,HUYA,2018-08-15 10:04:14-04,1534341854,5,,1,
151569051,HUYA,2018-08-15 10:04:14-04,1534341854,8,,33005,
151569054,HUYA,2018-08-15 10:04:14-04,1534341854,0,,10,
151569055,HUYA,2018-08-15 10:04:14-04,1534341854,3,,13,
151569109,HUYA,2018-08-15 10:04:15-04,1534341855,0,,9,
151569140,HUYA,2018-08-15 10:04:16-04,1534341856,3,,14,
151569146,HUYA,2018-08-15 10:04:16-04,1534341856,5,,5,
151569147,HUYA,2018-08-15 10:04:16-04,1534341856,8,,33010,
151569159,HUYA,2018-08-15 10:04:17-04,1534341857,0,,10,
151569176,HUYA,2018-08-15 10:04:17-04,1534341857,4,24.59,,f
151569177,HUYA,2018-08-15 10:04:17-04,1534341857,5,,1,
151569178,HUYA,2018-08-15 10:04:17-04,1534341857,5,,1,
151569179,HUYA,2018-08-15 10:04:17-04,1534341857,8,,33011,
151569203,HUYA,2018-08-15 10:04:18-04,1534341858,1,24.58,,t
151569204,HUYA,2018-08-15 10:04:18-04,1534341858,0,,3,
151569205,HUYA,2018-08-15 10:04:18-04,1534341858,0,,3,
151569221,HUYA,2018-08-15 10:04:18-04,1534341858,3,,13,
151569241,HUYA,2018-08-15 10:04:19-04,1534341859,8,,33012,
151569287,HUYA,2018-08-15 10:04:20-04,1534341860,4,24.6,,f
151569288,HUYA,2018-08-15 10:04:20-04,1534341860,5,,2,
151569289,HUYA,2018-08-15 10:04:20-04,1534341860,5,,2,
151569290,HUYA,2018-08-15 10:04:20-04,1534341860,8,,33014,
151569300,HUYA,2018-08-15 10:04:20-04,1534341860,1,24.55,,t
151569301,HUYA,2018-08-15 10:04:20-04,1534341860,0,,10,
151569302,HUYA,2018-08-15 10:04:20-04,1534341860,2,24.58,,t
151569303,HUYA,2018-08-15 10:04:20-04,1534341860,3,,1,
151569304,HUYA,2018-08-15 10:04:20-04,1534341860,0,,10,
151569305,HUYA,2018-08-15 10:04:20-04,1534341860,3,,1,
151569333,HUYA,2018-08-15 10:04:21-04,1534341861,4,24.58,,f
151569334,HUYA,2018-08-15 10:04:21-04,1534341861,5,,1,
151569335,HUYA,2018-08-15 10:04:21-04,1534341861,5,,1,
151569336,HUYA,2018-08-15 10:04:21-04,1534341861,8,,33015,
151569338,HUYA,2018-08-15 10:04:21-04,1534341861,0,,8,
151569339,HUYA,2018-08-15 10:04:21-04,1534341861,3,,2,
151569373,HUYA,2018-08-15 10:04:22-04,1534341862,5,,50,
151569374,HUYA,2018-08-15 10:04:22-04,1534341862,8,,33065,
151569376,HUYA,2018-08-15 10:04:22-04,1534341862,0,,9,
151569453,HUYA,2018-08-15 10:04:23-04,1534341863,0,,8,
151569495,HUYA,2018-08-15 10:04:24-04,1534341864,4,24.55,,f
151569496,HUYA,2018-08-15 10:04:24-04,1534341864,5,,2,
151569497,HUYA,2018-08-15 10:04:24-04,1534341864,5,,2,
151569498,HUYA,2018-08-15 10:04:24-04,1534341864,8,,33067,
151569505,HUYA,2018-08-15 10:04:24-04,1534341864,0,,9,
151569551,HUYA,2018-08-15 10:04:25-04,1534341865,5,,1,
151569552,HUYA,2018-08-15 10:04:25-04,1534341865,8,,33068,
151569563,HUYA,2018-08-15 10:04:25-04,1534341865,3,,1,
151569645,HUYA,2018-08-15 10:04:27-04,1534341867,5,,15,
151569646,HUYA,2018-08-15 10:04:27-04,1534341867,8,,33083,
151569717,HUYA,2018-08-15 10:04:29-04,1534341869,8,,33270,
151569746,HUYA,2018-08-15 10:04:30-04,1534341870,4,24.57,,f
151569747,HUYA,2018-08-15 10:04:30-04,1534341870,5,,2,
151569748,HUYA,2018-08-15 10:04:30-04,1534341870,5,,2,
151569749,HUYA,2018-08-15 10:04:30-04,1534341870,8,,33272,
151569757,HUYA,2018-08-15 10:04:30-04,1534341870,3,,2,
151569787,HUYA,2018-08-15 10:04:30-04,1534341870,3,,4,
151569796,HUYA,2018-08-15 10:04:30-04,1534341870,4,24.55,,f
151569797,HUYA,2018-08-15 10:04:30-04,1534341870,5,,48,
151569798,HUYA,2018-08-15 10:04:30-04,1534341870,5,,48,
151569799,HUYA,2018-08-15 10:04:30-04,1534341870,8,,33320,
151569858,HUYA,2018-08-15 10:04:33-04,1534341873,3,,5,
151569898,HUYA,2018-08-15 10:04:34-04,1534341874,0,,12,
151570098,HUYA,2018-08-15 10:04:40-04,1534341880,4,24.57,,f
151570099,HUYA,2018-08-15 10:04:40-04,1534341880,5,,2,
151570100,HUYA,2018-08-15 10:04:40-04,1534341880,5,,2,
151570101,HUYA,2018-08-15 10:04:40-04,1534341880,8,,33322,
151570111,HUYA,2018-08-15 10:04:40-04,1534341880,2,24.56,,t
151570112,HUYA,2018-08-15 10:04:40-04,1534341880,3,,2,
151570113,HUYA,2018-08-15 10:04:40-04,1534341880,0,,10,
151570114,HUYA,2018-08-15 10:04:40-04,1534341880,3,,2,
151570137,HUYA,2018-08-15 10:04:41-04,1534341881,2,24.57,,t
151570138,HUYA,2018-08-15 10:04:41-04,1534341881,3,,3,
151570139,HUYA,2018-08-15 10:04:41-04,1534341881,0,,5,
151570140,HUYA,2018-08-15 10:04:41-04,1534341881,3,,3,
151570146,HUYA,2018-08-15 10:04:41-04,1534341881,4,24.55,,f
151570147,HUYA,2018-08-15 10:04:41-04,1534341881,5,,10,
151570148,HUYA,2018-08-15 10:04:41-04,1534341881,5,,10,
151570149,HUYA,2018-08-15 10:04:41-04,1534341881,8,,33332,
151570163,HUYA,2018-08-15 10:04:41-04,1534341881,2,24.56,,t
151570164,HUYA,2018-08-15 10:04:41-04,1534341881,3,,6,
151570165,HUYA,2018-08-15 10:04:41-04,1534341881,0,,6,
151570166,HUYA,2018-08-15 10:04:41-04,1534341881,3,,6,
151570196,HUYA,2018-08-15 10:04:42-04,1534341882,5,,41,
151570197,HUYA,2018-08-15 10:04:42-04,1534341882,8,,33373,
151570212,HUYA,2018-08-15 10:04:42-04,1534341882,3,,7,
151570234,HUYA,2018-08-15 10:04:43-04,1534341883,4,24.56,,f
151570235,HUYA,2018-08-15 10:04:43-04,1534341883,5,,5,
151570236,HUYA,2018-08-15 10:04:43-04,1534341883,5,,5,
151570237,HUYA,2018-08-15 10:04:43-04,1534341883,8,,33378,
151570247,HUYA,2018-08-15 10:04:43-04,1534341883,0,,7,
151570263,HUYA,2018-08-15 10:04:43-04,1534341883,5,,1,
151570264,HUYA,2018-08-15 10:04:43-04,1534341883,8,,33379,
151570277,HUYA,2018-08-15 10:04:43-04,1534341883,3,,9,
151570306,HUYA,2018-08-15 10:04:44-04,1534341884,3,,8,
151570405,HUYA,2018-08-15 10:04:47-04,1534341887,4,24.55,,f
151570406,HUYA,2018-08-15 10:04:47-04,1534341887,5,,20,
151570407,HUYA,2018-08-15 10:04:47-04,1534341887,5,,20,
151570408,HUYA,2018-08-15 10:04:47-04,1534341887,8,,33399,
151570426,HUYA,2018-08-15 10:04:48-04,1534341888,4,24.57,,f
151570427,HUYA,2018-08-15 10:04:48-04,1534341888,5,,1,
151570428,HUYA,2018-08-15 10:04:48-04,1534341888,5,,1,
151570429,HUYA,2018-08-15 10:04:48-04,1534341888,8,,33400,
